$OWN,0,311000232,0,15.3,15.3,2.66,51.8083,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6417,51.82,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6033,51.865,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6167,51.8733,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6733,51.88,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6817,51.865,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6983,51.8733,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.66,51.8087,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6417,51.8203,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6038,51.8647,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6162,51.8731,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6731,51.8799,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6816,51.8649,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.698,51.8731,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.66,51.8091,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6417,51.8206,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6043,51.8645,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6158,51.8729,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6728,51.8797,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6815,51.8648,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6977,51.8729,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.66,51.8096,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6418,51.8209,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6048,51.8642,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6154,51.8726,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6726,51.8796,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6813,51.8647,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6974,51.8726,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.66,51.81,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6418,51.8213,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6053,51.8639,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.615,51.8724,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6723,51.8795,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6812,51.8647,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.697,51.8724,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.66,51.8104,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6418,51.8216,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6058,51.8637,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6145,51.8722,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.672,51.8793,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6811,51.8646,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6967,51.8722,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.6599,51.8108,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6419,51.8219,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6063,51.8634,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6141,51.8719,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6718,51.8792,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.681,51.8645,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6964,51.8719,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.6599,51.8112,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6419,51.8222,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6068,51.8631,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6137,51.8717,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6715,51.8791,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6809,51.8644,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6961,51.8717,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.6599,51.8116,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.6419,51.8225,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,251111111,0,15.6,15.6,2.6073,51.8629,132,132,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,351111111,0,13,13,2.6133,51.8715,228,228,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,451111111,0,7.7,7.7,2.6713,51.8789,225,225,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,551111111,0,4,4,2.6808,51.8643,213,213,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,651111111,0,10.9,10.9,2.6957,51.8715,220,220,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$OWN,0,311000232,0,15.3,15.3,2.6599,51.812,343,343,0.0,0.0,,1,,,,,,,,,,,,,,,*70
$AIS,0,151111111,0,2,2,2.642,51.8228,18,18,0.0,0.0,,1,,,,,,,,,,,,,,,*70
