100;-35;246.875
100;-34;247.25
100;-33;247.125
100;-32;247.25
100;-31;247.125
100;-30;247.625
100;-29;247.375
100;-28;247.25
100;-27;247
100;-26;246.75
100;-25;246.5
100;-24;246.25
100;-23;246
100;-22;245.625
100;-21;245.25
100;-20;244.375
100;-19;243.875
100;-18;243
100;-17;242.5
100;-16;241.5
100;-15;240.5
100;-14;239.75
100;-13;238
100;-12;237
100;-11;235
100;-10;232.75
100;-9;230.375
100;-8;227.75
100;-7;224
100;-6;219.625
100;-5;214.125
100;-4;207.25
100;-3;200.5
100;-2;200.5
100;-1;200.5
100;0;200.5
100;1;200.5
100;2;200.5
100;3;200.5
100;4;207.25
100;5;214.125
100;6;219.5
100;7;224
100;8;227.125
100;9;230.375
100;10;232.75
100;11;235
100;12;236.375
100;13;238
100;14;239.625
100;15;240.5
100;16;241.375
100;17;242.5
100;18;243
100;19;243.875
100;20;244.375
100;21;245.25
100;22;245.625
100;23;245.875
100;24;246.25
100;25;246.5
100;26;246.75
100;27;247
100;28;247.125
100;29;247.375
100;30;247.625
100;31;247
100;32;247.25
100;33;247.125
100;34;247.25
100;35;246.75
300;-35;209
300;-34;209.5
300;-33;209.625
300;-32;209.875
300;-31;209.875
300;-30;210.125
300;-29;209.875
300;-28;209.75
300;-27;209.625
300;-26;209.375
300;-25;209
300;-24;208.5
300;-23;208
300;-22;207.375
300;-21;206.625
300;-20;205.625
300;-19;204.625
300;-18;203.625
300;-17;202.375
300;-16;200.875
300;-15;199.25
300;-14;197.5
300;-13;195.25
300;-12;192.75
300;-11;190
300;-10;186.5
300;-9;182.625
300;-8;177.75
300;-7;171.75
300;-6;164.375
300;-5;154.375
300;-4;141
300;-3;120.75
300;-2;87
300;-1;9.875
300;0;-0.125
300;1;9.625
300;2;86.375
300;3;120.625
300;4;140.875
300;5;154.375
300;6;164.25
300;7;171.625
300;8;177.625
300;9;182.625
300;10;186.5
300;11;190
300;12;192.75
300;13;195.25
300;14;197.375
300;15;199.125
300;16;200.875
300;17;202.25
300;18;203.625
300;19;204.625
300;20;205.625
300;21;206.5
300;22;207.375
300;23;208
300;24;208.5
300;25;209
300;26;209.25
300;27;209.5
300;28;209.625
300;29;209.875
300;30;210
300;31;209.875
300;32;209.875
300;33;209.625
300;34;209.375
300;35;208.875
500;-35;182.125
500;-34;182.875
500;-33;183.375
500;-32;183.75
500;-31;183.875
500;-30;184.125
500;-29;184
500;-28;184
500;-27;183.625
500;-26;183.375
500;-25;183
500;-24;182.375
500;-23;181.75
500;-22;181
500;-21;180
500;-20;179
500;-19;177.75
500;-18;176.375
500;-17;174.875
500;-16;173.125
500;-15;171.125
500;-14;168.75
500;-13;166.125
500;-12;163.125
500;-11;159.5
500;-10;155.375
500;-9;150.5
500;-8;144.375
500;-7;137.125
500;-6;127.75
500;-5;115.375
500;-4;98.375
500;-3;73
500;-2;29.625
500;-1;-0.125
500;0;-0.125
500;1;-0.125
500;2;29.375
500;3;72.875
500;4;98.25
500;5;115.25
500;6;127.625
500;7;137
500;8;144.375
500;9;150.375
500;10;155.375
500;11;159.375
500;12;163.125
500;13;166.125
500;14;168.75
500;15;171.125
500;16;173
500;17;174.75
500;18;176.375
500;19;177.75
500;20;178.875
500;21;180
500;22;180.875
500;23;181.75
500;24;182.375
500;25;182.875
500;26;183.25
500;27;183.625
500;28;183.875
500;29;184
500;30;184
500;31;183.875
500;32;183.625
500;33;183.25
500;34;182.75
500;35;182.125
700;-35;159.25
700;-34;160.25
700;-33;161
700;-32;161.5
700;-31;162
700;-30;162.25
700;-29;162.25
700;-28;162.25
700;-27;162
700;-26;161.75
700;-25;161.25
700;-24;160.625
700;-23;159.875
700;-22;159
700;-21;158
700;-20;156.75
700;-19;155.5
700;-18;153.875
700;-17;152.125
700;-16;150
700;-15;147.75
700;-14;145.125
700;-13;142
700;-12;138.625
700;-11;134.5
700;-10;129.75
700;-9;124
700;-8;117.125
700;-7;108.625
700;-6;97.75
700;-5;83.5
700;-4;63.875
700;-3;34.125
700;-2;-0.125
700;-1;-0.125
700;0;-0.125
700;1;-0.125
700;2;-0.125
700;3;34
700;4;63.75
700;5;83.375
700;6;97.625
