100;-35;1071.9739
100;-34;1091.7728
100;-33;1105.915
100;-32;1117.2288
100;-31;1122.8856
100;-30;1125.714
100;-29;1125.714
100;-28;1120.0571
100;-27;1112.9861
100;-26;1101.6724
100;-25;849.9423
100;-24;838.62866
100;-23;830.1434
100;-22;823.07227
100;-21;818.82965
100;-20;814.58704
100;-19;811.7586
100;-18;811.7586
100;-17;813.1728
100;-16;814.58704
100;-15;817.41547
100;-14;821.6581
100;-13;828.7291
100;-12;837.2144
100;-11;848.52814
100;-10;859.84186
100;-9;876.81244
100;-8;895.1972
100;-7;919.23883
100;-6;947.5231
100;-5;982.8784
100;-4;1028.1333
100;-3;1086.116
100;-2;1162.4835
100;-1;1271.378
100;0;1438.2552
100;1;1677.2573
100;2;1890.8036
100;3;1971.4137
100;4;2068.9944
100;5;1808.7792
100;6;1623.5172
100;7;1483.51
100;8;1384.5151
100;9;1301.0765
100;10;1236.0227
100;11;1179.4541
100;12;1132.785
100;13;1094.6013
100;14;1050.7606
100;15;1021.0622
100;16;992.7779
100;17;977.22156
100;18;950.3515
100;19;923.48145
100;20;903.6825
100;21;889.54034
100;22;869.74133
100;23;858.4276
100;24;838.62866
100;25;827.31494
100;26;808.9302
100;27;797.61646
100;28;790.5454
100;29;773.5748
100;30;763.67535
100;31;746.7048
100;32;739.63367
100;33;729.7342
100;34;724.07733
100;35;708.521
300;-35;1319.4613
300;-34;1325.1182
300;-33;1327.9465
300;-32;1327.9465
300;-31;1327.9465
300;-30;1327.9465
300;-29;1325.1182
300;-28;1322.2897
300;-27;1319.4613
300;-26;1315.2186
300;-25;1309.5618
300;-24;1303.9049
300;-23;1296.8339
300;-22;1288.3485
300;-21;1275.6206
300;-20;1260.0643
300;-19;1257.2358
300;-18;1258.65
300;-17;1262.8927
300;-16;1268.5496
300;-15;1277.0348
300;-14;1288.3485
300;-13;1302.4907
300;-12;1319.4613
300;-11;1340.6744
300;-10;1366.1302
300;-9;1395.8287
300;-8;1434.0126
300;-7;1479.2673
300;-6;1535.8359
300;-5;1606.5466
300;-4;1699.8846
300;-3;1827.164
300;-2;2012.4259
300;-1;2310.825
300;0;2941.5642
300;1;2999.5469
300;2;2999.5469
300;3;2999.5469
300;4;2999.5469
300;5;2703.9763
300;6;2456.489
300;7;2275.4697
300;8;2135.4624
300;9;2023.7396
300;10;1934.6442
300;11;1862.5193
300;12;1794.637
300;13;1739.4827
300;14;1688.571
300;15;1644.7303
300;16;1605.1324
300;17;1568.3628
